title,authors,publication_year,doi,source,abstract
Blockchain enhanced smart healthcare management for chronic diseases,"Saxena, Shruti, Saxena, Shivani, Tahilramani, Nikunj, Charanarur, Panem",2025,10.1007/s10791-025-09574-6,https://link.springer.com/,"Chronic diseases affect millions of people worldwide, making it a significant issue for the efficient and secure management of patient data. Most traditional chronic disease management systems fail to manage data in real time and struggle with interoperability and security issues. Scientists have integrated wearable devices with sensors and AI to advance traditional approaches towards CDM. These technologies enhance the monitoring and prediction of CD but still face problems related to data security. The scenario has forced researchers to investigate blockchain technology in protecting patient data. Traditional blockchain systems face the challenge of scalability, privacy, and flexible permission control. In order to address the above issues, we propose the integration of Hyperledger Fabric into CDM systems. Hyperledger Fabric is a permissioned blockchain framework that excels in data security, scalability, and customizable access control. While this study focuses on conceptualizing a blockchain-based framework, the AI-driven components have been implemented and evaluated using real-world datasets, achieving superior results. Evaluation results demonstrate an average precision of 91.79%, sensitivity of 94.72%, accuracy of 96.00%, and F1-score of 0.92, outperforming state-of-the-art approaches. The integration of Hyperledger Fabric is suggested as a future improvement in the system to ensure tamper-proof storage and safe sharing of patient data. This addresses the critical challenges in CDM systems, thereby making this study a pioneering one that presents the transformational potential of blockchain technology with AI for chronic disease management."
Avatars in the educational metaverse,"Islam, Md Zabirul, Wang, Ge",2025,10.1186/s42492-025-00196-9,https://link.springer.com/,"Avatars in the educational metaverse are revolutionizing the learning process by providing interactive and effective learning experiences. These avatars enable students to engage in realistic scenarios, work in groups, and develop essential skills using adaptive and intelligent technologies. The purpose of this review is to evaluate the contribution of avatars to education. It investigated the use of avatars to enhance learning by offering individualized experiences and supporting collaborative group activities in virtual environments. It also analyzed the recent progress in artificial intelligence, especially natural language processing and generative models, which have significantly improved avatar capabilities. In addition, it reviewed their use in customized learning, contextual teaching, and virtual simulations to improve student participation and achievement. This study also highlighted issues impacting its implementation, including data security, ethical concerns, and limited infrastructure. The paper ends with implications and recommendations for future research in this field."
"Blockchain in digital cultural heritage resources: technological integration, consensus mechanisms, and future directions","Liu, Xinda, Dong, FeiHao, Shui, Wuyang, Geng, Guohua",2025,10.1038/s40494-025-01818-4,https://link.springer.com/,"The integration of blockchain technology within the domain of digital cultural heritage resources (DCHR) has emerged as a pivotal approach over the past decade, offering a secure and transparent platform for documentation, ownership transfer, and verification. This paper investigates the current challenges in managing DCHR and analyzes the corresponding solutions. We discuss outstanding technical implementations such as the “Digital Dunhuang Open Material Library” and “Salsal.” Our study identifies emerging blockchain trends in cultural heritage preservation and proposes future research directions. Through an analytical examination of distributed consensus mechanisms and blockchain deployment scenarios, this study proposes methodological pathways for implementing the DCHR management framework. We call for continued optimization of consensus protocols, expansion of blockchain application scenarios, and establishment of supportive policies to bridge the gap between decentralized innovation and institutional compliance requirements."
Enhancing network slice security with Deep Reinforcement Learning and Moving Target Defense strategies,"Andreou, Andreas, Mavromoustakis, Constandinos X., Markakis, Evangelos, Bourdena, Athina, Mastorakis, George",2025,10.1007/s43926-025-00161-1,https://link.springer.com/,"Network slicing is revolutionizing how networks are built and managed by enabling the flexible and efficient allocation of resources to meet diverse application requirements. Yet this flexibility introduces significant security challenges that must be addressed to maintain system integrity and performance. Therefore, this article presents a novel framework integrating Deep Reinforcement Learning (DRL) with Moving Target Defense (MTD) strategies to create a dynamic, multi-layered security system. By modelling the problem as a Markov Decision Process (MDP), the proposed framework leverages advanced DRL algorithms to learn optimal policies for deploying MTD mechanisms across network slices by continuously adapting defences to counter evolving cyber threats. Simulations, including comparative evaluation with baseline DRL and heuristic methods, demonstrate this integrated approach’s superiority in mitigating cyber-attacks while maintaining high network performance."
Efficient implementation of post-quantum digital signatures on Raspberry Pi,"Al-Shareeda, Mahmood A., Ghadban, Ahmed Abdul Hassan, Glass, Ali Abdul Hadi, Hadi, Esam Mohamed Abdul, Almaiah, Mohammed Amin",2025,10.1007/s42452-025-07201-z,https://link.springer.com/,"While quantum computing poses a threat to many classical cryptographic schemes such as RSA and ECC, the quest for quantum-resistant alternatives has seen rapid growth. We provide one of the most detailed yet real-world demonstrations of the NIST-PQC lattice-based digital signature schemes, being the Dilithium family: Dilithium2, Dilithium3, and Dilithium5, being implemented and evaluated on a single-embedded platform, Raspberry Pi 4 Model B. We deliver a more deep-seated portrayal, giving details on platform-determined performance optimizations, performance trade-offs, and energy consumption characteristics, identifying Dilithium2 as a well-balanced prospect for quantum-safe deployments in the context of IoT and the edge. Notably, our work encompasses an empirical comparison with Dilithium and Falcon schemes with respect to implementation practicality, side-channel consideration, and resource overhead. Falcon has compact signatures, but its integration in an embedded context poses a challenge because it uses floating-point arithmetic and Gaussian sampling. Our experiments, performed on stress-tested hardware, show that Dilithium is not only as secure as required by post-quantum security standards but also operates reliably in low-resource environments. An interactive benchmarking toolkit and open-source codebase provide further reproducibility and potential for future work. We thereby give an applied basis to the practical use of quantum-secure digital signatures in constrained devices."
Generative artificial intelligence for sustainable development: predictive trend analysis in key sectors using natural language processing,"Sharma, Chetan, Sharma, Shamneesh, Bhardwaj, Vivek, Dhaliwal, Balwinder Kaur",2025,10.1007/s42452-025-07207-7,https://link.springer.com/,"Generative Artificial Intelligence (GenAI) has revolutionized multiple industries by improving efficiency and promoting innovation in fields such as business, education, healthcare, and cybersecurity. This study evaluates the transformative impact of GenAI on advancing the United Nations' Sustainable Development Goals (SDGs) by analyzing research trends and applications. In this research, authors utilized Latent Dirichlet Allocation (LDA), a Natural Language Processing (NLP) technique. The work delineates emergent themes and sector-specific progressions in GenAI research. The dataset consists of 2162 research articles published from 2020 to 2025, obtained from the Scopus database. The abstracts of these publications provide the foundation for analysis, facilitating a thorough examination of literature. The authors provided 10 topics, which are recent trends that future researchers can explore. The results indicate GenAI's capability in processing automation, creative enhancement, and innovation promotion while addressing ethical concerns such as prejudice, privacy, and social effects. The study indicates potential directions for ethical technology adoption by analyzing trends in GenAI applications. This work highlights the essential requirement for interdisciplinary methods and ethical frameworks to optimize GenAI's contributions to innovation while assuring alignment with sustainable and equitable development goals."
An in-depth review of key technologies and pathways to carbon neutrality: classification and assessment of decarbonization technologies,"Wang, Zihe, Sun, Yueqiao, Kong, Hui, Xia-Bauer, Chun",2025,10.1007/s43979-025-00129-8,https://link.springer.com/,"With the intensification of global climate change, carbon neutrality has become a crucial objective for achieving sustainable development, which critically requires systematic technological innovation and collaborative cooperation between technologies and countries. Through categorization and comprehensive technological assessments, a thorough examination of relevant technologies can furnish a framework to guide emission reduction efforts across various sectors. This review seeks to explore the methods by which various countries achieve carbon neutrality technology systems and pathways, with an in-depth study of the differences between the technological approaches and systems in China, the United States, and European countries. The construction of technology systems in several countries is reviewed, from the composition of the systems to the assessment of technologies that include indicators such as carbon reduction potential. Building upon an analysis of key technological pathways in renewable energy, carbon capture, utilization and storage, energy efficiency improvement, and hydrogen energy across different countries, a systematic evaluation is conducted from three key dimensions—policy formulation, resource endowment, and industrial foundation—to identify the similarities, differences, and driving factors in the construction of carbon neutrality technology systems among nations. Based on the previous work, we conducted a comparative analysis and summary of carbon neutrality pathways across various countries worldwide, systematically reviewing and evaluating carbon neutrality technologies in power generation, industry, transportation, and building sectors. Building upon these findings, the study offers recommendations for coupling diverse technological approaches and for international cooperation. By comparing international experiences and practices, this study provides operational references for countries in formulating technology planning and emission reduction strategies, and also provides an important basis for deepening global carbon neutral cooperation in the future."
"Information and Communication Technologies (ICT) for the intelligent operation of building energy systems: design, implementation and evaluation in a living lab","Redder, Florian, Althaus, Philipp, Ubachukwu, Eziama, Mork, Maximilian, Johnen, Sascha, Küpper, Christian, Lieberenz, Paul, Oden, Marieluise, Westphal, Lidia, Storek, Thomas, Xhonneux, André, Müller, Dirk",2025,10.1186/s42162-025-00536-2,https://link.springer.com/,"Successful adaptation to climate change requires resilient, reliable, and efficient energy systems. To unlock energy efficiency potentials in buildings, an intelligent, user-centered approach is vital. However, this requires handling diverse data on the energy system. Therefore, technologies for harmonizing, storing, and visualizing data, as well as managing physical devices and users are needed. This work assesses existing and required Information and Communication Technologies (ICT) for intelligent building energy system operation. We propose an intermediate architecture based on Internet of Things (IoT) core principles and feature insights from its implementation within the Living Lab Energy Campus (LLEC) at Forschungszentrum Jülich. We present an approach for integrating existing ICT components, such as building energy metering and central Heating, Ventilation and Air Conditioning (HVAC) management, and propose a comprehensive data collection and distribution infrastructure. We establish IoT-enabled applications for energy system monitoring, user engagement, advanced building operation, and device identification and management. We evaluate our ICT setup through functional and performance assessments. We find that heterogeneous data can be reliably collected, distributed, and managed using standardized interfaces, state-of-the-art databases, and cutting-edge software components. For the buildings operated through the ICT infrastructure, data transmission availability is above 98.90 %, mean time to repair (MTTR) is less than 2.68 h, and mean time between failures (MTBF) is in the range of 242.67 h to 1092.00 h, evaluated over a period of three months. Our approach promotes the early real-world adoption of intelligent building control prototypes and their sustainable development. We demonstrate the proposed ICT setup through an experimental study that applies a cloud-based Model Predictive Controller (MPC) to a real building space. Our results provide a comprehensive discussion of the required ICT setup for intelligent building energy system control in real-world environments, and highlight important design strategies that reduce the conceptual overhead and facilitate implementation in similar projects."
"Risk, regulation, and governance: evaluating artificial intelligence across diverse application scenarios","Szadeczky, Tamas, Bederna, Zsolt",2025,10.1057/s41284-025-00495-z,https://link.springer.com/,"Understanding the impact of Artificial intelligence (AI) systems, including general purpose AI (GPAI) systems, across varied risk profiles becomes imperative with their pervasive expansion. This study systematically examines AI implementations in environments categorised from minimal to high risk, emphasising the significance of tailored risk management strategies and ethical approaches. In our article we explore how different AI applications influence public health, safety, and security and outline the regulatory and ethical frameworks required to manage the impact effectively. Our analysis reveals distinct operational and ethical challenges AI systems face in high-risk scenarios, necessitating thorough oversight and strict regulatory compliance to mitigate potential adverse outcomes. Furthermore, AI applications in lower-risk contexts also require careful consideration of transparency and accountability to ensure ethical alignment and public trust. This paper adds to the current discussion about AI governance by providing a detailed overview of AI risk factors and mitigation strategies. It proposes a complex approach to AI regulation and attempts to serve as a valuable resource for policymakers, IT professionals, and stakeholders. The goal is to maximise the benefits of AI while protecting against its risks, thereby promoting the responsible development and lawful implementation of AI technologies."
AI in power systems: a systematic review of key matters of concern,"Henao, Felipe, Edgell, Robert, Sharma, Ambar, Olney, Jeffrey",2025,10.1186/s42162-025-00529-1,https://link.springer.com/,"Recent advances in Artificial Intelligence (AI) have generated both excitement and concern within the power sector. While AI holds significant promise, enabling improved forecasting of renewable energy generation, enhanced grid resilience, and better supply-demand balancing, it also raises critical issues around transparency, data privacy, accountability, and fairness in power distribution. Despite the growing body of research on AI applications in power systems, there is a lack of structured understanding of the key socio-technical matters of concern (MCs) surrounding its integration. This paper addresses this gap by conducting a systematic literature review combined with qualitative text analysis to identify and synthesize the most prominent socio-technical concerns in the academic discourse. We analyzed a curated sample of peer-reviewed papers published between 1987 and 2024, focusing on high-impact journals in the field. Our analysis reveals four major categories of concern: (1) Operational Concerns -relating to AI’s reliability, efficiency, and integration with existing grid systems; (2) Sustainability Concerns -centered on energy consumption, environmental impact, and AI’s role in the energy transition; (3) Trust Concerns -including transparency, explainability, cybersecurity, and ethics; and (4) Regulatory and Economic Concerns -covering issues of accountability, regulatory compliance, and cost-effectiveness. By mapping these concerns into a cohesive analytical framework, this study contributes to the literature by offering a clearer understanding of AI’s sociotechnical challenges in the power sector. The framework also informs future research and policymaking efforts aimed at the responsible and sustainable deployment of AI in power systems."
Leveraging AI and TRIZ for sustainable innovation in advanced manufacturing,"Iqbal, Muhammad Saqib, Rahim, Zulhasni Abdul, Omerkhel, Qudrattullah, Iftikhar, Hamza, Khan, Muhammad Fawad",2025,10.1007/s42452-025-06847-z,https://link.springer.com/,AI integration in manufacturing aligns innovation with sustainable development goals for ethical progress. Strategies include workforce reskilling and ethical AI deployment to ensure inclusivity and transparency. TRIZ analysis highlights opportunities for AI-driven innovation in predictive maintenance and digital twins.
Artificial intelligence in drug discovery and development: transforming challenges into opportunities,"Kant, Shashi, Deepika, Roy, Saheli",2025,10.1007/s44395-025-00007-3,https://link.springer.com/,"Artificial intelligence (AI) has revolutionized drug discovery and development by accelerating timelines, reducing costs, and increasing success rates. AI leverages machine learning (ML), deep learning (DL), and natural language processing (NLP) to analyze vast datasets, enabling the rapid identification of drug targets, prediction of compound efficacy, and optimization of drug design. It accelerates lead discovery by predicting pharmacokinetics, toxicity, and potential side effects while also refining clinical trial designs through improved patient recruitment and data analysis. This review highlights the diverse benefits of AI in drug development, including enhanced efficiency, greater accuracy, and minimized risks. It also discussess critical challenges, such as data quality, model interpretability, and regulatory hurdles. Future advancements in AI-powered drug discovery will require a focus on improving data standardization, fostering transparency in AI model development, and strengthening collaboration between AI researchers and pharmaceutical experts. By addressing these challenges, AI holds the potential to transform the healthcare landscape by delivering safer, more effective, and more affordable medicines to patients."
Internet of Things to Internet of Humans: A Perception,"Safdar, Ghazanfar Ali, Bahja, Mohammed, Muhammad, Mujahid",2025,10.1007/s44230-025-00100-x,https://link.springer.com/,"The use of internet has grown significantly in the last three decades. Various technologies such as social media and networking, cloud systems, Blockchain technology etc., have been developed which have significantly improved the communication between the humans across the globe; and also, between the devices which has led to the development of approaches like the internet of things (IoT). These approaches have been increasingly adopted in various sectors including healthcare, education, retail, financial, and many other sectors. However, the development of the internet and its relevant technologies were mainly focusing on the technical aspects undermining the human-centric aspects which has led to the development of new concept called ‘Internet of Humans (IoH)’. There is a lack of research and understanding relating to the internet of humans, and no clear definition was identified. In this context, this paper tries to explore the concept of the Internet of Humans from different perspectives including advanced and innovative supporting technologies, human-centric factors, and areas of application. Thus, this paper contributes to the development of literature for understanding the internet of humans and proposes future research issues and challenges."
A risk-based review of dangerous goods storage and handling at a manufacturing facility,"Sun, Yu, Chen, Qingsong, Guo, Junyu, Adumene, Sidum, Goleiji, Elham, Yazdi, Mohammad",2025,10.1007/s00170-025-15778-3,https://link.springer.com/,"The safe storage and handling of dangerous goods (DGs) remain critical to preventing accidents, protecting personnel, and ensuring regulatory compliance within industrial manufacturing facilities. This paper examines the storage practices of Classes 3, 8, and 9 hazardous materials at a process-based manufacturing site, highlighting key deficiencies in compliance with Australian standards such as AS 1940, AS 3780, and AS/NZS 3833. These standards outline essential controls, including separation distances, segregation, isolation, bunding, ventilation, and fire protection, vital to mitigating critical risks like fire, chemical reactions, and environmental contamination. A risk-based assessment identified significant gaps, including inadequate funding, insufficient separation of incompatible materials, and non-compliance with ventilation and fire protection requirements. Addressing these gaps is necessary, as failures in these areas could lead to catastrophes involving highly toxic releases, fires, or explosions. Recommendations include establishing clear maximum quantity limits for hazardous materials, implementing compliant bunding and spill containment systems, improving fire protection measures with feasible extinguishing supplies, and conducting thorough risk assessments to refine storage arrangements. This work emphasises the need for commitment to uncompromising standards and provides actionable strategies to advance process safety in manufacturing industries handling hazardous chemicals."
Application of augmented reality-based digital twin approaches: a case study to industrial equipment,"Pitzalis, Roberto F., Giordano, Alessio, Di Spigno, Andrea, Cowell, Andrew, Niculita, Octavian, Berselli, Giovanni",2025,10.1007/s00170-025-15755-w,https://link.springer.com/,"Technology is constantly evolving, changing how industries work by making processes more efficient. This shift, known as Industry 4.0, connects the real and digital worlds, allowing devices, people, and systems to communicate through the Internet. Key technologies include Internet of Things, big data, additive manufacturing, artificial intelligence, machine learning, augmented reality, and digital twins. This paper focuses on researching and implementing enabling technologies of Industry 4.0 by illustrating the design of DT models and AR experiences of a test bench with a motorized planetary gearbox. The case study starts from the CAD realization and assembly of all the components by using PTC Creo Parametric. Then, sensors are installed and connected to data acquisition devices to acquire and monitor input and output parameters of the system. Finally, AR experiences are developed using Vuforia Studio starting from CAD models of real components. The AR experience showed when the gearbox was not working properly, with the output shaft running about 13% slower than expected. Because of this, the gearbox was disassembled, and the inspection found some rusted parts inside. This paper presents the steps to create a DT model and AR interface using affordable hardware and software. The project shows how these tools can be used in industrial settings and education for activities such as hands-on learning, plant design, real-time monitoring, predictive maintenance, remote support, and sharing knowledge."
Knowledge flows in industry 4.0 research: a longitudinal and dynamic analysis,"Rejeb, Abderahman, Rejeb, Karim, Süle, Edit, Hassoun, Abdo, Keogh, John G.",2025,10.1007/s42488-025-00146-3,https://link.springer.com/,"Industry 4.0 represents a significant shift in industrial practices, presenting unique opportunities to improve manufacturing via advanced digital technologies and sustainable processes. The rapid growth of Industry 4.0 research has uncovered a significant knowledge gap and emphasized the need for studies adopting dynamic and longitudinal perspectives to understand this field’s evolution comprehensively. This study meticulously analyzes 10,176 articles to investigate the thematic evolution and knowledge transfer mechanisms within Industry 4.0. The examination reveals four distinct sub-periods, each characterized by thematic transitions, starting with foundational themes such as simulation and cyber-physical systems, progressing to later focuses on cloud computing, convolutional neural networks, and digital twin technologies. As research progresses, themes like production facilities, monitoring, and security highlight the shift towards automation, real-time monitoring, and strong data security measures. Five primary thematic domains are identified: (1) core enablers of sustainable smart manufacturing, (2) innovation and strategic transformation, (3) smart and secure manufacturing systems, (4) advanced data-driven manufacturing technologies, and (5) AI-driven real-time monitoring and production. These domains illustrate a transition from fundamental enablers like the Internet of Things (IoT) to more intricate AI-based applications. The main path analysis indicates a shift in emphasis, moving from essential digital integration towards sustainability, digital transformation, and resource efficiency applications. The findings reveal significant implications and highlight Industry 4.0 as a driving force for sustainable and resilient industrial ecosystems."
Artificial intelligence for calculating and predicting building carbon emissions: a review,"Hua, Jianmin, Wang, Ruiyi, Hu, Ying, Chen, Zimeng, Chen, Lin, Osman, Ahmed I., Farghali, Mohamed, Huang, Lepeng, Feng, Ji, Wang, Jun, Zhang, Xiang, Zhou, Xingyang, Yap, Pow-Seng",2025,10.1007/s10311-024-01799-z,https://link.springer.com/,"The construction industry, being responsible for a large share of global carbon emissions, needs to reduce its high carbon output to meet carbon reduction goals. Artificial intelligence can provide efficient support for carbon emission calculation and prediction. Here, we review the use of artificial intelligence techniques in forecasting, management and real-time monitoring of carbon emissions, focusing on how they are applied, their impacts, and challenges. Compared to traditional methods, the prediction accuracy of artificial intelligence models has increased by 20%. Artificial intelligence-driven systems could reduce carbon emissions by up to 15% through real-time monitoring and adaptive management strategies. Artificial intelligence applications improve energy efficiency in buildings by up to 25%, while reducing operational costs by up to 10%. Artificial intelligence supports the establishment of a digital carbon management system and contributes to the development of the carbon trading market."
Digital twin and the asset administration shell,"Zhang, Jingxi, Ellwein, Carsten, Heithoff, Malte, Michael, Judith, Wortmann, Andreas",2025,10.1007/s10270-024-01255-0,https://link.springer.com/,"Engineering digital twins is a software and systems engineering challenge for which no systematic approach exists. The Asset Administration Shell is becoming a popular foundation for digital twins in Industry 4.0 and it comes in different types that support the engineering of different kinds and parts of digital twins. We investigate how it supports realizing common requirements for digital twins. To this end, we investigate how each of the three Asset Administration Shell types can contribute to the systematic engineering of specific components of digital twins. Therefore, we analyzed popular definitions and conceptual models of digital twins and extracted requirements that at least two of them share. We compare the resulting requirements with Asset Administration Shells of different types and conclude with open challenges in the implementation of digital twins with this technology. This supports practitioners and researchers in identifying the most suitable type of Asset Administration Shell for their specific digital twin engineering needs and identifies gaps worthy of future research toward a systematic engineering of digital twins."
Leveraging computer vision towards high-efficiency autonomous industrial facilities,"Yousif, Ibrahim, Burns, Liam, El Kalach, Fadi, Harik, Ramy",2025,10.1007/s10845-024-02396-1,https://link.springer.com/,"Manufacturers face two opposing challenges: the escalating demand for customized products and the pressure to reduce delivery lead times. To address these expectations, manufacturers must refine their processes, to achieve highly efficient and autonomous operations. Current manufacturing equipment deployed in several facilities, while reliable and produces quality products, often lacks the ability to utilize advancements from newer technologies. Since replacing legacy equipment may be financially infeasible for many manufacturers, implementing digital transformation practices and technologies can overcome the stated deficiencies and offer cost-affordable initiatives to improve operations, increase productivity, and reduce costs. This paper explores the implementation of computer vision, as a cutting-edge, cost-effective, open-source digital transformation technology in manufacturing facilities. As a rapidly advancing technology, computer vision has the potential to transform manufacturing operations in general, and quality control in particular. The study integrates a digital twin application at the endpoint of an assembly line, effectively performing the role of a quality officer by utilizing state-of-the-art computer vision algorithms to validate end-product assembly orientation. The proposed digital twin, featuring a novel object recognition approach, efficiently classifies objects, identifies and segments errors in assembly, and schedules the paths through the data pipeline to the corresponding robot for autonomous correction. This minimizes the need for human interaction and reduces disruptions to manufacturing operations."
Investigation of artificial intelligence in SMEs: a systematic review of the state of the art and the main implementation challenges,"Oldemeyer, Leon, Jede, Andreas, Teuteberg, Frank",2025,10.1007/s11301-024-00405-4,https://link.springer.com/,"While the topic of artificial intelligence (AI) in multinational enterprises has been receiving attention for some time, small and medium enterprises (SMEs) have recently begun to recognize the potential of this new technology. However, the focus of previous research and AI applications has therefore mostly been on large enterprises. This poses a particular issue, as the vastly different starting conditions of various company sizes, such as data availability, play a central role in the context of AI. For this reason, our systematic literature review, based on the PRISMA protocol, consolidates the state of the art of AI with an explicit focus on SMEs and highlights the perceived challenges regarding implementation in this company size. This allowed us to identify various business activities that have been scarcely considered. Simultaneously, it led to the discovery of a total of 27 different challenges perceived by SMEs in the adoption of AI. This enables SMEs to apply the identified challenges to their own AI projects in advance, preventing the oversight of any potential obstacles or risks. The lack of knowledge, costs, and inadequate infrastructure are perceived as the most common barriers to implementation, addressing social, economic, and technological aspects in particular. This illustrates the need for a wide range of support for SMEs regarding an AI introduction, which covers various subject areas, like funding and advice, and differentiates between company sizes."
IoT-based bed and ventilator management system during the COVID-19 pandemic,"Prasad, Vivek Kumar, Dansana, Debabrata, Patro, S. Gopal Krishna, Salau, Ayodeji Olalekan, Yadav, Divyang, Mishra, Brojo Kishore",2025,10.1038/s41598-025-03144-y,https://link.springer.com/,"The COVID-19 outbreak put a significant pressure on limited healthcare resources. The specific number of people that may be affected in the near future is difficult to determine. We can therefore deduce that the corona virus pandemic’s healthcare requirements surpassed available capacity. The Internet of Things (IoT) has emerged an crucial concept for the advancement of information and communication technology. Since IoT devices are used in various medical fields like real-time tracking, patient data management, and healthcare management. Patients can be tracked using a variety of tiny-powered and lightweight wireless sensor nodes which use the body sensor network (BSN) technology, one of the key technologies of IoT advances in healthcare. This gives clinicians and patients more options in contemporary healthcare management. This study report focuses on the conditions for vacating beds available for COVID-19 patients. The patient’s health condition is recognized and categorised as positive or negative in terms of the Coronavirus disease (COVID-19) using IoT sensors. The proposed model presented in this paper uses the ARIMA model and Transformer model to train a dataset with the aim of providing enhanced prediction. The physical implementation of these models is expected to accelerate the process of patient admission and the provision of emergency services, as the predicted patient influx data will be made available to the healthcare system in advance. This predictive capability of the proposed model contributes to the efficient management of healthcare resources. The research findings indicate that the proposed models demonstrate high accuracy, as evident by its low mean squared error (MSE), root mean squared error (RMSE), and mean absolute error (MAE)."
Food sustainability 4.0: harnessing fourth industrial revolution technologies for sustainable food systems,"Hassoun, Abdo",2025,10.1007/s44187-025-00461-z,https://link.springer.com/,"The global food system faces complex challenges driven by population growth, environmental degradation, resource scarcity, and climate change, all of which threaten food security, public health, and food sustainability. Industry 4.0 technologies, such as artificial intelligence (AI), smart sensors, big data analytics, the Internet of Things (IoT), robotics, and blockchain, offer transformative solutions by integrating digital, physical, and biological sciences to enhance efficiency, foster innovation, and improve food quality and traceability, ultimately driving sustainability throughout food supply chains. Based on an examination of ten Industry 4.0 technologies, this work introduces the concept of 'Food Sustainability 4.0' exploring how these technologies support sustainable practices across three key dimensions—environmental, social, and economic—with a particular focus on the interdisciplinary synergies between these innovations. Environmentally, the convergence of AI, IoT, and robotics reduces food waste, energy consumption, and carbon emissions. Socially, these technologies create new employment opportunities, promote equitable food systems, and improve public health. Economically, these technological innovations streamline operations, reduce costs, and unlock new market opportunities, strengthening the resilience of the food sector. However, implementing Food Sustainability 4.0 faces challenges such as high costs, infrastructure gaps, data privacy concerns, and regulatory barriers. Addressing these obstacles is essential to fully unlocking its potential for creating sustainable and resilient food systems."
Enhancing Security in CPS Industry 5.0 using Lightweight MobileNetV3 with Adaptive Optimization Technique,"Aleisa, Mohammed A.",2025,10.1038/s41598-025-00496-3,https://link.springer.com/,"Advanced Cyber-Physical Systems (CPS) that facilitate seamless communication between humans, machines, and objects are revolutionizing industrial automation as part of Industry 5.0, which is being driven by technologies such as IIoT, cloud computing, and artificial intelligence. In addition to providing flexible, individualized production processes, this growth brings with it fresh cybersecurity risks including Distributed Denial of Service (DDoS) attacks. This research suggests a deep learning-based approach designed to enhance security in CPS to address these issues. The system’s primary goal is to identify and stop advanced cyberattacks. The strategy guarantees strong protection for industrial processes in a networked, intelligent environment. This study offers a sophisticated paradigm for improving Cyber-Physical Systems (CPS) security in Industry 5.0 by combining effective data preprocessing, thin edge computing, and strong encryption methods. The method starts with preprocessing the IoT23 dataset, which includes utilizing Gaussian filters to reduce noise, Mean Imputation to handle missing values, and Min-Max normalization to data scaling. The model uses flow-based, time-based, statistical, and deep feature extraction using ResNet-101 for feature extraction. Computational efficiency is maximized through the implementation of MobileNetV3, a thin convolutional neural network optimized for mobile and edge devices. The accuracy of the model is further improved by applying a Chaotic Tent-based Puma Optimization (CTPOA) technique. Finally, to ensure secure data transfer and protect private data in CPS settings, AES encryption is combined with discretionary access control. This comprehensive framework enables high performance, achieving 99.91% accuracy, and provides strong security for Industry 5.0 applications."
Reputation-Enhanced Practical Byzantine Fault Tolerance Algorithm for Node Capture Attacks on UAV Networks,"Onukak, Peter, Ogunbunmi, Simeon, Chen, Yu, Ardiles-Cruz, Erika, Blasch, Erik, Chen, Genshe",2025,10.1007/s43926-025-00164-y,https://link.springer.com/,"The rapid growth of the Unmanned Aerial Vehicles (UAVs) market has led to increased reliance on UAV technologies across various application domains such as aerial Internet of Things (IoT). However, the vulnerability of UAV infrastructure to security threats and attacks poses significant risks. The discovery of robust security measures is crucial for UAVs that operate in hostile environments. This paper proposes a Reputation-enhanced Practical Byzantine Fault Tolerance Algorithm (RePA) to address node capture attacks on UAV networks in adversarial settings. RePA integrates a reputation system into the consensus process, assigning master and candidate nodes based on their reputation values, thereby reducing the likelihood that malicious nodes become decisive. RePA also introduces a replica node that serves as a backup to the master candidate and enhances resilience against node capture attacks. This study advances UAV network security by demonstrating the effectiveness of combining reputation scores with PBFT as a defense mechanism against node capture attacks in hostile environments. An experimental study validates the efficacy, reliability, and performance of RePA."
Artificial Complex-Valued Neural Processing Using Memristive Hyperchaotic Synchronization,"Zheng, Leiqing, Sarkar, Arindam, Noorwali, Abdulfattah, Mohammad, Alsharef",2025,10.1007/s11063-025-11772-8,https://link.springer.com/,"This study intends to boost the communication security in Industrial Internet of Things (IIoT) by addressing the alteration challenges of secure key exchange over public network. The objectives are to propose a cognitive Artificial Neural Network (ANN) synchronization combined with memristive hyperchaotic systems towards obtaining better synchronization performance, accuracy, random behaviour and overall security. The proposed method makes use of complex-valued ANN synchronization assisted with memristive hyperchaotic system that has dimensions 4D, 5D and 6D to produce high-entropy cryptographic keys. In this paper, Pseudo-Random Number Generation (PRNG) based on hyperchaotic is used to generate an input vector for ANN synchronization. A bi-directional learning approach is applied in the process of synchronization to improve the distribution of neuronal keys in a public channel between ANNs. A series of experiments were conducted using synchronized speed rate, entropy test as well as accuracy dominant test and performance key extraction phase using precision and recall and also F1-score. The proposed approach outperforms the existing traditional methods. It improves synchronization speed by 15%, synchronization accuracy by 93.8%, precision by 92.0% and F1 score by 93.3%. Therefore, and it can produce higher reliable key generation without any errors because the proposed system is generating high-entropy cryptographic keys with more than 7.5 bits that are able to strengthen IIoT communication against attacks by providing more randomness and security. Besides that, this faster and secured key exchange is possible due to memristive hyperchaotic structures that provide an excellent PRNG support, whereby they produced a remarkable reduction in error rate generated in key synchronization as well as low latency was achieved during key exchange process. An ANN-synchronized key exchange scheme is proposed in this research as the solution for secure IIoT communication problem. The proposed synchronization method uses hyperchaotic systems and coordination of two ANNs, which provides low-latency synchronization with high precision and high F1 score in comparison to the existing methods published in literature. The proposed key generation grows linearly with the number of nodes utilized in a network. Thus, it can also be used for IIoT real-time applications without privacy concerns."
